id,title,description,availability,condition,price,property_type,listing_type,city,neighborhood,state,bedrooms,bathrooms,parking_spaces,area,link,image_link
32677,"Apartamento Flat Mobiliado para alugar, 53m² - Alto da Boa Vista - Galeria Imobiliária","Apartamento Flat Mobiliado para locação no Alto da Boa Vista em Ribeirão Preto. Próximo às avenidas Presidente Vargas, Professor João Fiúsa, Independência e Caramuru, ao Pão de Açúcar, McDonald's, Cantina Falaguasta, Predileta Doceria e diversos comércios. Imóvel em andar alto, proporcionando uma linda vista, bem arejado, e com boa iluminação natural. Localizado em uma região privilegiada, ideal para você que busca morar com conforto, segurança e qualidade de vida. Quarto com cama, armários, ar condicionado Sala sofá, raque, TV e mesa com cadeiras Banheiro social com Box blindex e gabinete Cozinha com armários, gabinete, geladeira, cooktop, micro-ondas, sulgar e ar condicionado Área de serviço Sacada envidraçada com mesa e cadeira e gabinete 1 Vaga de garagem Condomínio: Portaria 24 horas, piscina aquecida, sauna, salão de festas, sala de jogos playground e academia. Dimensão: 53,31 m² de Área útil Agende a sua visita! Atendemos aos sábados. Galeria Imobiliária - A arte de bem morar!",for rent,,3500 BRL,apartment,for_rent,RIBEIRÃO PRETO,ALTO DA BOA VISTA,São Paulo,1,,1,53,https://galeriaimobiliaria.com.br/imovel/locacao/apartamentos/ribeirao-preto/alto-da-boa-vista/32677,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/32677/20a6821e3b358a4f0739ecc1990e497cAT.jpg
41265,"Salão comercial para alugar, 78m² - Jardim Paulista - Galeria Imobiliária","Salão comercial para locação no Jardim Paulista em Ribeirão Preto. Próximo ás avenidas Dr. Francisco Junqueira, Independência, Treze de Maio, Meira Júnior, ao Savegnago Supermercados, Drogaria Dufarma, Centro Universitário Barão de Mauá, Bar do Gil, Varanda da Picanha e diversos comércios. Excelente imóvel comercial, com estrutura ampla, ambientes bem distribuídos e ótima visibilidade. Ideal para empresas, clínicas, escritórios, centros de estética, instituições de ensino ou demais atividades comerciais que exijam conforto, funcionalidade e fácil acesso. Amplo salão Com portas blindex Corredor 3 salas Banheiro social Copa Área se serviço Corredor lateral lado de fora Não tem Garagem Dimensão: 78,72m² de Área útil 110,00 de Área Construída Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,3200 BRL,commercial,for_rent,RIBEIRÃO PRETO,JARDIM PAULISTA,São Paulo,,,,78,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/jardim-paulista/41265,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41265/7d23bec55c112490e3b24de08227677dAT.jpg
41277,"Galpão comercial para alugar, 500m² - Jardim Jóquei Clube - Galeria Imobiliária","Galpão comercial para locação no Jardim Jóquei Clube em Ribeirão Preto. Próximo às Avenidas, Orestes Lopes de Camargo, Thomaz Alberto Whately, Recife e a Rod. Anhanguera ao Aeroporto Estadual Dr. Leite Lopes, Supermercado Varanda, Posto Gavião, Pousada Marks e diversos comércios. Galpão localizado em área industrial, com excelente infraestrutura e bem conservado. O imóvel conta com 1 sala ideal para atividades administrativas, e amplo espaço para armazenamento ou operações industriais. Possui uma doca, facilitando o acesso de cargas. Excelente opção para empresas que buscam praticidade e boa localização. Galpão amplo Mezanino Sala com ar condicionado Doca Copa 2 Banheiros Dimensões: 525,00 m² de Área Terreno 500,00 m² de Área Útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,15000 BRL,commercial,for_rent,RIBEIRÃO PRETO,JARDIM JÓQUEI CLUBE,São Paulo,,2,,500,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/jardim-joquei-clube/41277,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41277/79af6dd82d86248f39554d04f366b39aAT.jpg
41270,"Sala comercial para alugar, 56m² - Centro - Galeria Imobiliária","Sala comercial para locação no Centro de Ribeirão Preto. Próximo às Avenidas Dr. Francisco Junqueira, Jerônimo Gonçalves, Nove de Julho, Caramuru ao Farmácia Drogal, Mercadão Central, Shopping Santa Úrsula, Centro e diversos comércios. Sala com excelente iluminação natural, localizada em ponto estratégico da cidade. Ideal para escritórios ou consultórios, o espaço conta com fácil acesso a transporte público, comércios e serviços essenciais nas proximidades. Oportunidade única para quem busca praticidade e visibilidade em uma região valorizada. 2 Salas amplas Banheiro Ar condicionado Ventiladores Condomínio oferece: Portaria 24 horas. Dimensões: 56,00 m² de Área Útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,950 BRL,commercial,for_rent,RIBEIRÃO PRETO,Centro,São Paulo,,,,56,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/centro/41270,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41270/164842506ff346bd29126155f92f2932AT.jpg
41279,"Prédio comercial com 2 salões para alugar, 570m² - Jardim Paulistano - Galeria Imobiliária","Prédio comercial com 2 salões, 3 salas e 3 vagas de garagem para locação no Jardim Paulistano em Ribeirão Preto. Imovel localizado na Avenida Treze de Maio, próximo as Avenidas Clóvis Bevilacqua, Maria de Jesus Condeixa, Pres. Castelo Branco, Dr. Francisco Junqueira ao Padaria Villa Sucreê, Droga Raia, Savegnago Supermercado, Estádio Doutor Francisco de Palma Travassos-Comercial F.C e diversos comércios. Prédio com excelente localização, ideal para diversos tipos de negócios. Espaço amplo, situado em área de grande fluxo, próximo a comércios, transporte público e principais vias de acesso. Oportunidade perfeita para quem busca visibilidade e praticidade. 2 Salões amplos 3 Salas 4 Banheiros Copa Área de serviço 3 Vagas de garagem Dimensões: 570,00 m² de Área Terreno 570,00 m² de Área Útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,16800 BRL,commercial,for_rent,RIBEIRÃO PRETO,JARDIM PAULISTANO,São Paulo,,4,3,570,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/jardim-paulistano/41279,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41279/19065ee2cffdb76de79b7717088ebf25AT.jpg
41287,"Galpão Comercial para alugar, 891m² - Ipiranga - Galeria Imobiliária","Galpão Comercial para locação no Ipiranga em Ribeirão Preto. Próximo à Avenida Presidente João Gourlart, ao Auto Posto Javari, Sorveteria Skimo, Amarelinha Supermercado, Drogaria Joyfarma, EMEI Prof. Miguel Mussi e diversos comércios. Imóvel com boa iluminação natural, com quadra esportiva. Bem localizado em uma região de grande fluxo de pedestre e veículos, com ótima visibilidade, imóvel excelente para a instalação de sua empresa. Galpão amplo Cozinha Copa 4 Banheiros Quadra de Futsal de Cimento com iluminação Área de Serviço Espaço para Churrasco Estacionamento com 1.100m² Dimensões: 833,00 m² de Área Terreno 891,00 m² de Área Útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,8000 BRL,commercial,for_rent,RIBEIRÃO PRETO,Ipiranga,São Paulo,,4,15,891,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/ipiranga/41287,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41287/c087130ac802a34c2b8994df76fa14deAT.jpg
41291,"Galpão comercial para alugar, 872m² - Campos Elíseos - Galeria Imobiliária","Galpão comercial para locação no Campos Elíseos em Ribeirão Preto. Próximo às Avenidas, Marechal Costa e Silva, Saudade, Coronel Quito Junqueira, ao Savegnago Supermercados, Supermercados Gricki, Skyfit Academia e diversos comércios. Imóvel com excelente infraestrutura e com amplo espaço. Localizado em um bairro tradicional da cidade, trazendo boa visibilidade e praticidade no dia a dia. Amplo galpão Pé direito alto 2 Banheiros 2 Amplos portões basculantes fundo com salão com divisão e portão de correr Corredor lateral Dimensões: 872,82 m² - Área total 872,82 m² - Área construída Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar",for rent,,15000 BRL,commercial,for_rent,RIBEIRÃO PRETO,CAMPOS ELÍSEOS,São Paulo,,2,,872,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/campos-eliseos/41291,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41291/9f457691cc8e841968c376f14755ba74AT.jpg
41306,"Sala comercial para alugar, 18m² - Centro - Galeria Imobiliária","Sala comercial para locação no Centro de Ribeirão Preto. Próximo ás avenidas Jerônimo Gonçalves, Dr. Francisco Junqueira, Nove de Julho, Independência, ao Magazine Luiza, Mercadão Central, Perfumaria Goya Ribeirão Preto, Kalunga, Americanas, Praça XV de Novembro e diversos comércios. Excelente imóvel comercial ideal para profissionais autônomos, consultórios, escritórios ou pequenos empreendimentos que buscam praticidade e localização estratégica. O espaço é bem distribuído, com ótima iluminação natural, proporcionando um ambiente agradável e produtivo. Sala conjunta ampla com ar condicionado Banheiro Escada Andar alto Diferenciais: Acabou de ser reformada Dimensão: 18,00m² de Área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,1000 BRL,commercial,for_rent,RIBEIRÃO PRETO,Centro,São Paulo,,,,18,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/centro/41306,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41306/031794265552a7ea1b0558461457e196AT.jpg
41294,"Casa comercial com 6 salas para alugar, 88m² - Centro - Galeria Imobiliária","Casa comercial com 6 salas para locação no Centro de Ribeirão Preto. Próximo às Avenidas Jerônimo Gonçalves, Dr. Francisco Junqueira, Independência, Nove de Julho, Caramuru ao Shopping Santa Úrsula, Droga Raia, Hotel Nacional Inn, Mercadão Central, Centro e diversos comércios. Imóvel comercial ou residencial, é ideal para fins comerciais, mas também pode ser adaptado para uso residencial, oferecendo uma estrutura ampla e bem distribuída em dois pavimentos. 4 Quartos com armários sendo 1 suite 2 Salas Copa Cozinha independente com armário Banheiro social Corredor lateral Dimensões: 88,97 m² de Área Terreno 88,97 m² de Área Útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,2200 BRL,house,for_rent,RIBEIRÃO PRETO,Centro,São Paulo,4,1,,88,https://galeriaimobiliaria.com.br/imovel/locacao/casas/ribeirao-preto/centro/41294,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41294/7fb1d401ff979b90c6c2d6e6ff17870bAT.jpg
41308,"Sala comercial para alugar, 30m² - Centro - Galeria Imobiliária","Sala comercial para locação no Centro de Ribeirão Preto. Próximo às Avenidas Dr. Francisco Junqueira, Jerônimo Gonçalves, Nove de Julho, Caramuru, Independência ao Shopping Santa Úrsula, Mercadão Central, Droga Raia, Centro e diversos comércios. Sala com excelente iluminação natural, localizada em ponto estratégico da cidade. Ideal para escritórios ou consultórios, o espaço conta com fácil acesso a transporte público, comércios e serviços essenciais nas proximidades. Oportunidade única para quem busca praticidade e visibilidade em uma região valorizada. Sala ampla Banheiro social Informações bônus: Quem optar por vaga de garagem o condomínio ira aumentar o valor! Dimensões: 30,00 m² de Área Terreno 30,00 m² de Área Útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,700 BRL,commercial,for_rent,RIBEIRÃO PRETO,Centro,São Paulo,,,,30,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/centro/41308,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41308/e39a8b70dd9f5032954cf95c6f882d41AT.jpg
41307,"Sala comercial para alugar, 30m² - Centro - Galeria Imobiliária","Sala comercial para locação no Centro de Ribeirão Preto. Próximo às Avenidas Dr. Francisco Junqueira, Jerônimo Gonçalves, Nove de Julho, Caramuru, Independência ao Shopping Santa Úrsula, Mercadão Central, Droga Raia, Centro e diversos comércios. Sala com excelente iluminação natural, localizada em ponto estratégico da cidade. Ideal para escritórios ou consultórios, o espaço conta com fácil acesso a transporte público, comércios e serviços essenciais nas proximidades. Oportunidade única para quem busca praticidade e visibilidade em uma região valorizada. Sala ampla Banheiro social Informações bônus: Quem optar por vaga de garagem o condomínio ira aumentar o valor! Dimensões: 30,00 m² de Área Terreno 30,00 m² de Área Útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,700 BRL,commercial,for_rent,RIBEIRÃO PRETO,Centro,São Paulo,,,,30,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/centro/41307,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41307/bfe104d1ecfb37c396d588c4be70a68fAT.jpg
41309,"Sala comercial para alugar, 18m² - Centro - Galeria Imobiliária","Sala comercial para locação no Centro de Ribeirão Preto. Próximo ás avenidas Jerônimo Gonçalves, Dr. Francisco Junqueira, Nove de Julho, Independência, ao Magazine Luiza, Mercadão Central, Perfumaria Goya Ribeirão Preto, Kalunga, Americanas, Praça XV de Novembro e diversos comércios. Excelente imóvel comercial ideal para profissionais autônomos, consultórios, escritórios ou pequenos empreendimentos que buscam praticidade e localização estratégica. O espaço é bem distribuído, com ótima iluminação natural, proporcionando um ambiente agradável e produtivo. Sala conjunta ampla com ar condicionado Banheiro Escada Andar alto Diferenciais: Acabou de ser reformada Dimensão: 18,00m² de Área útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,1000 BRL,commercial,for_rent,RIBEIRÃO PRETO,Centro,São Paulo,,,,18,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/centro/41309,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41309/fe70f96f3561f7e644eae1c0fd7cb2daAT.jpg
41310,"Sala comercial para alugar, 30m² - Centro - Galeria Imobiliária","Sala comercial para locação no Centro de Ribeirão Preto. Próximo às Avenidas Dr. Francisco Junqueira, Jerônimo Gonçalves, Nove de Julho, Caramuru, Independência ao Shopping Santa Úrsula, Mercadão Central, Droga Raia, Centro e diversos comércios. Sala com excelente iluminação natural, localizada em ponto estratégico da cidade. Ideal para escritórios ou consultórios, o espaço conta com fácil acesso a transporte público, comércios e serviços essenciais nas proximidades. Oportunidade única para quem busca praticidade e visibilidade em uma região valorizada. Sala ampla Banheiro social 2 Copa Informações bônus: Quem optar por vaga de garagem o condomínio ira aumentar o valor! Dimensões: 30,00 m² de Área Terreno 30,00 m² de Área Útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,700 BRL,commercial,for_rent,RIBEIRÃO PRETO,Centro,São Paulo,,,,30,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/centro/41310,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41310/5d303f7a387e13653993549075c70b58AT.jpg
41311,"Sala comercial para alugar, 60m² - Centro - Galeria Imobiliária","Sala comercial para locação no Centro de Ribeirão Preto. Próximo às Avenidas Dr. Francisco Junqueira, Jerônimo Gonçalves, Nove de Julho, Caramuru, Independência ao Shopping Santa Úrsula, Mercadão Central, Droga Raia, Centro e diversos comércios. Sala com excelente iluminação natural, localizada em ponto estratégico da cidade. Ideal para escritórios ou consultórios, o espaço conta com fácil acesso a transporte público, comércios e serviços essenciais nas proximidades. Oportunidade única para quem busca praticidade e visibilidade em uma região valorizada. 2 Sala ampla Banheiro social Copa Informações bônus: Quem optar por vaga de garagem o condomínio ira aumentar o valor! Dimensões: 60,00 m² de Área Terreno 60,00 m² de Área Útil Agende a sua visita! Atendemos aos Sábados Galeria Imobiliária - A arte de bem morar!",for rent,,1000 BRL,commercial,for_rent,RIBEIRÃO PRETO,Centro,São Paulo,,,,60,https://galeriaimobiliaria.com.br/imovel/locacao/comercial/ribeirao-preto/centro/41311,https://s3.amazonaws.com/msys-imob-galeriaimobiliaria/imovel/fotos/41311/530b2d11d473c5bf92d8177e23de87e7AT.jpg
